fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Aug,17,MADHYA PRADESH,1720,DEWAS,1352146,244.918178434969,41,382,517.411555873,1869,2,26010,2144277,390621,39659,473732,46504,445.99544,6215.131164873,52103,73089,99611,202973,164,171940,351997,27879,5251.724169,706071,88,43.4,67.37,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1723,INDORE,387836,254.574793036479,37,72,214.981087253,1147,2,9950,611702,126234,12910,166750,17371,277.75935,2049.979537753,16322,22374,36666,72239,20,71914,138801,11097,1557.2391005,222081,75,38.48,53.49,102.52,NA
2025-2026,Aug,17,MADHYA PRADESH,1726,RAJGARH,2674197,260.06221994065,36,1047,3625.408132485,7633,1,24528,3818030,508343,57581,94639,10770,517.94876,14072.610468485,105838,170157,190276,365838,298,285903,532073,32161,9929.253576,1572913,74,34.61,79.62,100.88,NA
2025-2026,Aug,17,MADHYA PRADESH,1728,BHOPAL,908103,246.797346257521,34,141,717.003308121,1143,0,9210,795356,121402,12125,36244,3858,187.03496,2866.95576942097,23225,30914,44956,73850,33,75531,124255,10353,1962.91750129997,307357,80,50.56,67.78,103.18,NA
2025-2026,Aug,17,MADHYA PRADESH,1733,JABALPUR,1494966,256.882822822533,31,424,429.935487502,3676,0,19510,1349929,251802,39506,446451,66936,453.75914,4351.43034880199,42536,61892,99742,197267,28,163009,313925,23186,3467.73572129999,602320,78,28.78,44.53,100.81,NA
2025-2026,Aug,17,MADHYA PRADESH,1734,NARSINGHPUR,1178270,242.34644012816,38,86,400.66531725,2681,1,15236,1257770,226677,27293,220034,28781,338.02816,3786.85429724996,32580,46653,79637,149484,129,156748,276522,17917,3048.16081999996,446850,81,56.14,61.99,100.8,NA
2025-2026,Aug,17,MADHYA PRADESH,1738,BALAGHAT,4992133,254.052102819769,30,5334,2279.066579192,4115,0,23048,5010729,214886,27456,1440398,131517,657.26403,15666.193000292,162036,240069,268937,582023,683,320555,678404,27163,12729.8623911,3060765,77,75.04,87.66,100.33,NA
2025-2026,Aug,17,MADHYA PRADESH,1741,NEEMUCH,805938,259.424087078018,36,217,570.9068739,3405,0,10152,864581,110149,14475,76854,11302,171.28341,2985.1216502,23828,34043,49240,111003,28,93583,204291,13557,2242.9313663,295599,80,46.47,69.28,100.03,NA
2025-2026,Aug,17,MADHYA PRADESH,1703,GWALIOR,653117,254.82085507635,33,157,877.209086725,1343,0,11023,816699,140765,15216,59281,9122,239.3438,3197.672261925,24086,29656,50416,82364,6,114113,219000,12366,2081.1193752,251617,59,53.83,77.93,100.01,NA
2025-2026,Aug,17,MADHYA PRADESH,1704,DATIA,731238,259.548553361764,32,73,396.9328426,1182,0,7622,562041,145898,18628,10679,2882,214.64703,2070.34915739999,17080,21856,40344,70706,5,83750,150520,8804,1458.76928479999,196744,65,48.76,64.08,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1706,GUNA,1687628,256.545498714043,40,289,1294.382454824,4602,0,28467,2497373,327380,30342,440075,54016,375.4348,8076.71527242385,61236,83519,114341,242253,165,213664,443330,33069,6406.89801759985,845577,87,37.65,68.19,100.23,NA
2025-2026,Aug,17,MADHYA PRADESH,1707,TIKAMGARH,1494545,258.100197133237,30,143,771.657955314,1906,0,16445,1068313,183409,24422,74665,14041,308.45496,3837.430874314,35198,50769,79330,143525,11,137658,242675,18351,2757.317959,398354,72,31.12,73.94,100.86,NA
2025-2026,Aug,17,MADHYA PRADESH,1709,PANNA,1958226,253.91508181436,40,326,1182.936763324,2646,0,15776,2119310,345662,44603,324471,38052,370.67532,6934.85980372392,52819,80347,111239,232362,109,176374,358092,18422,5381.24772039992,846021,74,59.65,80.72,100.6,NA
2025-2026,Aug,17,MADHYA PRADESH,1710,SAGAR,1872690,250.692101021327,32,295,2374.722755549,4780,8,28525,2089341,288297,38085,238435,33755,636.04173,8248.57733594901,64672,88412,153743,264479,64,296932,508104,33305,5237.81285040001,687487,82,48.26,71.82,101.26,NA
2025-2026,Aug,17,MADHYA PRADESH,1712,SATNA,1928237,244.878465456956,33,271,928.015354916999,3771,1,19637,1701399,288446,44196,307832,47365,555.21722,5649.59233741699,50075,69465,129368,237590,53,220850,402935,23408,4166.3597625,670384,69,54.85,68.1,101.5,NA
2025-2026,Aug,17,MADHYA PRADESH,1716,MANDSAUR,1672819,258.859016216476,37,219,1472.739833618,3395,0,24977,2008328,392774,42310,70592,9496,330.84705,7002.32498681802,53596,78399,99073,212462,90,178125,371581,28372,5198.73810320002,749031,78,29.14,66.86,100.31,NA
2025-2026,Aug,17,MADHYA PRADESH,1717,RATLAM,1556018,245.888946624892,39,344,1134.831336013,6527,0,29212,2043593,546084,68824,632028,75533,391.51219,6551.31282701302,51855,80776,112149,248756,146,195996,411584,35739,5024.96930100002,798756,90,26.83,49.8,103.75,NA
2025-2026,Aug,17,MADHYA PRADESH,1725,KHANDWA,1890893,260.014662026447,33,755,1394.192697119,3700,1,25909,2461953,188991,26035,791600,110055,370.60748,8166.23894931896,74090,132344,131585,327492,423,199045,471837,29609,6401.43877219996,1092134,85,49.1,83.06,100.01,NA
2025-2026,Aug,17,MADHYA PRADESH,1726,RAJGARH,2674197,260.27236575268,36,1050,3625.408132485,7815,1,24341,3845533,514319,57653,95780,10773,517.94876,14152.216607385,106106,170608,190422,366097,300,285934,532215,32156,10008.8597149,1583154,74,34.51,79.26,100.98,NA
2025-2026,Aug,17,MADHYA PRADESH,1730,RAISEN,1022800,252.807290208549,37,324,679.720712262,5281,0,20362,2227891,358173,27506,369039,28695,425.76916,6737.76073816215,59885,88629,90036,158221,275,173792,279016,25643,5632.27086590015,851796,86,63.82,76.47,100.16,NA
2025-2026,Aug,17,MADHYA PRADESH,1738,BALAGHAT,4992133,254.18826757495,30,5336,2279.066579192,4234,0,22937,5020754,215327,27457,1442987,131523,657.26403,15698.498220992,162138,240261,268954,582081,689,320594,678497,27171,12762.1676118,3065832,77,74.82,87.42,100.33,NA
2025-2026,Aug,17,MADHYA PRADESH,1740,UMARIA,1250353,247.878823127553,27,493,876.324207294,2571,0,12299,1132986,77297,12190,627961,88156,175.59389,3860.35046029393,40902,60652,88792,160338,95,120743,206405,14870,2808.43236299993,553739,82,50.2,72.85,100.47,NA
2025-2026,Aug,17,MADHYA PRADESH,1741,NEEMUCH,805938,259.649092006543,36,218,570.9068739,3496,0,10146,882209,113309,14499,78987,11344,171.28341,3032.837942,24028,34378,49332,111242,28,93602,204402,13642,2290.6476581,302013,80,46.11,68.66,100.03,NA
2025-2026,Aug,17,MADHYA PRADESH,1744,KATNI ,2039214,225.22054922526,26,392,1202.28958385,2434,0,10362,1621830,230439,45628,453533,82266,337.71738,5192.70139735003,60360,85903,134080,286421,109,174962,370451,12796,3652.69443350003,880120,67,72.45,86.43,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1747,BURHANPUR,807256,254.586817558193,32,540,285.9130028,1509,0,9192,907451,166934,26599,414640,53482,127.36137,2723.5249946,28182,48953,52693,136435,164,90894,219864,10701,2310.2506218,439129,84,41.01,65.52,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1752,NIWARI,696443,260.160150908672,29,70,507.711611435,667,0,6735,449941,54298,7662,43179,7135,119.16285,1797.44164603499,15219,21070,36473,62262,4,51342,88581,7402,1170.56718459999,172858,72,39.27,80.09,100.14,NA
2025-2026,Aug,17,MADHYA PRADESH,1701,MORENA,4103516,258.895570696597,44,259,3945.907171975,1623,7,11545,6377145,748580,40947,76498,4580,386.01268,20842.0657938745,143648,152420,249786,310082,214,337800,423232,13168,16510.1459418995,2649824,32,54.3,95.55,100.01,NA
2025-2026,Aug,17,MADHYA PRADESH,1702,BHIND,847335,244.787391295017,26,43,0,931,43,8947,512580,75837,18904,2015,210,187.5175,1442.2487103,19055,20755,75043,101392,0,166049,272645,9878,1254.7312103,210535,46,60.67,82.54,100.03,NA
2025-2026,Aug,17,MADHYA PRADESH,1706,GUNA,1687628,256.540570625976,39,283,1294.382454824,4123,0,29167,2380158,310106,30047,404149,53275,375.4348,7775.88816982382,59633,81237,113317,239998,136,213442,442706,33290,6106.07091499982,806546,87,38.92,70.87,100.25,NA
2025-2026,Aug,17,MADHYA PRADESH,1709,PANNA,1958226,253.485994932452,39,321,1182.936763324,2423,0,15346,2084639,339282,44521,316853,37961,370.67532,6837.87999322392,52400,79723,111070,231950,106,176118,357247,17769,5284.26790989992,832088,73,60.2,81.23,100.41,NA
2025-2026,Aug,17,MADHYA PRADESH,1710,SAGAR,1872690,251.107057282843,31,287,2374.722755549,4376,8,28268,2006744,273499,37836,226611,33580,636.04173,8049.84029114901,63429,86674,153171,263431,56,296498,507365,32644,5039.07580560002,663157,82,49.49,73.76,101.15,NA
2025-2026,Aug,17,MADHYA PRADESH,1717,RATLAM,1556018,241.897709580501,38,328,1134.831336013,3739,0,29215,1902145,505493,68032,586362,74943,391.51219,6127.58871391302,50033,77668,111242,246448,124,195792,410418,32954,4601.24518790002,744487,89,27.71,51.77,103.27,NA
2025-2026,Aug,17,MADHYA PRADESH,1722,DHAR,3497100,248.664205038625,39,1266,3734.961647554,8003,0,49715,3927738,361953,45622,2695587,305120,647.51012,14149.350241254,99953,155462,212212,449835,801,319036,661768,57718,9766.8784737,1598411,82,38.28,62.79,100.02,NA
2025-2026,Aug,17,MADHYA PRADESH,1727,VIDISHA,1599415,254.922822554931,35,178,663.322549768,4638,0,26114,2217537,369382,32067,101237,14039,480.21232,6796.54278136795,62187,79802,124085,188646,37,231784,340015,30752,5653.00791159995,718074,81,52.56,64.02,100.86,NA
2025-2026,Aug,17,MADHYA PRADESH,1731,BETUL,2623725,256.694990084857,28,1802,1303.619418455,2402,0,25287,2151759,261733,54463,1029942,202901,486.1705,7313.24747015502,75554,120202,158479,381676,323,217152,497938,27689,5523.45755170002,1053090,78,61.88,81.07,101.06,NA
2025-2026,Aug,17,MADHYA PRADESH,1734,NARSINGHPUR,1178270,241.968947094159,38,86,397.60605985,2517,1,14894,1230110,220438,27152,215666,28705,338.02816,3712.11843494996,32028,45943,79238,148832,125,156655,276227,17411,2976.48421509996,437998,80,57.36,63.36,100.73,NA
2025-2026,Aug,17,MADHYA PRADESH,1735,MANDLA,4726430,237.316051033308,30,2408,1509.861328249,13073,0,22069,3855482,258770,32508,2341715,271344,451.71423,11111.253188949,127285,193447,215532,462930,527,254468,535962,35142,9149.67763069999,2146738,82,67.46,78.14,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1738,BALAGHAT,4992133,253.916720672797,30,5327,2279.066579192,4045,0,23252,4986471,214128,27449,1433727,131495,657.26403,15597.814249692,161771,239516,268904,581909,673,320511,678272,27297,12661.4836405,3048216,77,75.32,87.95,100.3,NA
2025-2026,Aug,17,MADHYA PRADESH,1739,SHEOPUR,1278217,251.546968830433,35,257,1870.365044577,5787,0,19380,1735924,209686,20394,496857,50797,199.21187,6436.241117777,48952,65244,95019,160106,28,170104,280029,25167,4366.6642032,701983,82,38.41,70.99,100.02,NA
2025-2026,Aug,17,MADHYA PRADESH,1750,SINGRAULI,2213985,253.604971091126,34,698,1292.666945046,2199,0,16846,2042801,287233,34489,601453,69099,255.89169,6729.20352054523,59642,86672,122528,216257,90,180233,307426,19045,5180.64488549923,873812,78,52.95,84.64,100.85,NA
2025-2026,Aug,17,MADHYA PRADESH,1751,AGAR-MALWA,1231526,256.585116660108,36,390,806.820515377,1483,0,18725,1204782,293698,35661,33305,4786,197.91007,4096.02188557698,32970,50276,61673,132671,24,112935,229266,20208,3091.29130019998,472533,83,38.42,72.97,100.57,NA
2025-2026,Aug,17,MADHYA PRADESH,1701,MORENA,4103516,259.082361959303,45,260,3945.907171975,1757,6,11456,6579944,771761,41025,80470,4605,386.01268,21379.3941827745,145422,154264,250516,310892,379,339237,424853,13213,17047.4743307995,2731206,32,54.63,95.6,100.01,NA
2025-2026,Aug,17,MADHYA PRADESH,1702,BHIND,847335,245.865661473146,27,46,0,943,41,9000,528094,79188,18980,2031,210,187.5175,1485.9193063,19330,21116,75200,101717,0,166471,273194,9943,1298.4018063,216514,47,60.05,81.72,100.03,NA
2025-2026,Aug,17,MADHYA PRADESH,1709,PANNA,1958226,253.911668685983,40,325,1182.936763324,2641,0,15702,2117049,345158,44586,323854,38035,370.67532,6929.04652612392,52789,80304,111214,232298,108,176356,358042,18343,5375.43444279991,844922,73,59.69,80.79,100.6,NA
2025-2026,Aug,17,MADHYA PRADESH,1713,REWA,1371178,234.694822562117,34,227,499.06644437,5812,0,24081,1996107,334863,48054,265063,42688,694.1011,5877.92732616999,58143,78769,146924,272156,88,265408,503903,29893,4684.75978179999,770460,71,49.33,60.25,101.21,NA
2025-2026,Aug,17,MADHYA PRADESH,1714,SHAHDOL,2071731,219.728180484505,30,1353,1587.525554653,2278,1,17005,1813175,237947,35079,1022681,133604,323.84794,5895.42993115293,60000,92571,121307,241460,190,161428,302343,19283,3984.05643649993,925070,79,72.81,80.81,100.02,NA
2025-2026,Aug,17,MADHYA PRADESH,1716,MANDSAUR,1672819,259.204601295583,37,219,1472.739833618,3388,0,24921,2000028,390510,42252,70195,9488,330.84705,6987.75148681802,53484,78221,98975,212257,90,178111,371522,28309,5184.16460320002,745930,78,29.12,66.96,100.31,NA
2025-2026,Aug,17,MADHYA PRADESH,1727,VIDISHA,1599415,255.889319393497,36,190,663.322549768,6684,0,25346,2315714,390506,32410,111647,14239,480.21232,7069.19966346794,63667,81775,125067,190210,44,232060,340734,32030,5925.66479369994,747176,82,50.69,61.7,101.14,NA
2025-2026,Aug,17,MADHYA PRADESH,1731,BETUL,2623725,256.856396808445,29,1830,1303.619418455,2488,0,25611,2247180,273922,54549,1088186,203413,485.945,7561.58999625502,76663,122177,158782,382540,341,218148,501864,28099,5772.02557780002,1097873,78,60.39,79.12,101.04,NA
2025-2026,Aug,17,MADHYA PRADESH,1733,JABALPUR,1494966,256.634618940127,31,428,429.935487502,3912,0,19479,1367108,255265,39551,450635,66997,453.75914,4392.16703380199,42760,62242,99884,197601,27,164393,316739,23391,3508.47240629999,609470,78,28.39,43.95,100.85,NA
2025-2026,Aug,17,MADHYA PRADESH,1742,BARWANI,1791881,244.870611939736,34,439,515.18991809,4242,0,26642,1621091,143918,31838,1257592,221835,362.40991,4847.17527988999,46668,78181,126326,293830,246,216089,477939,30884,3969.57545179999,682139,89,29.07,55.27,100.14,NA
2025-2026,Aug,17,MADHYA PRADESH,1744,KATNI ,2039214,225.156764460567,26,390,1202.28958385,2429,0,10363,1614961,229646,45626,451074,82264,337.71738,5176.20089875002,60171,85654,134077,286409,108,174950,370424,12792,3636.19393490002,875844,67,72.58,86.45,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1709,PANNA,1958226,253.413556851183,39,326,1182.936763324,2484,0,15306,2104679,342665,44569,320894,37982,370.67532,6887.15399752392,52672,80123,111152,232130,107,176248,357659,17790,5333.54191419992,839748,73,60.01,81.03,100.44,NA
2025-2026,Aug,17,MADHYA PRADESH,1710,SAGAR,1872690,251.011762473755,32,294,2374.722755549,4612,8,28224,2053171,282033,37962,233164,33691,636.04173,8164.46519924901,64154,87699,153492,264007,60,296769,507777,32836,5153.70071370001,677267,82,48.86,72.75,101.21,NA
2025-2026,Aug,17,MADHYA PRADESH,1718,UJJAIN,1729653,247.253934549936,37,444,429.207716285,1971,0,27071,1884429,701007,70885,138715,16732,529.60168,5618.13424258501,50742,79299,86733,206284,102,162305,383127,29042,4659.32484630001,724846,87,32,49.65,103.06,NA
2025-2026,Aug,17,MADHYA PRADESH,1719,SHAJAPUR,642930,258.498753995005,39,230,630.681983607,3177,0,14110,1214955,244699,23837,123546,14098,300.80671,4072.13223020701,31032,44181,62789,113574,66,115498,199170,17287,3140.64353660001,428350,83,44.62,57.97,101.25,NA
2025-2026,Aug,17,MADHYA PRADESH,1725,KHANDWA,1890893,260.218202053342,32,750,1394.192697119,3601,1,25364,2419955,184283,25981,776290,109963,370.60748,8061.96356861896,73565,131246,131450,327110,408,198964,471565,28965,6297.16339149996,1073049,85,49.89,83.79,100.01,NA
2025-2026,Aug,17,MADHYA PRADESH,1727,VIDISHA,1599415,255.53633689811,36,180,663.322549768,5420,0,25927,2268490,379816,32262,106570,14164,480.21232,6940.35111866794,62983,80869,124640,189563,40,231930,340367,31347,5796.81624889994,733353,82,51.52,62.74,101.05,NA
2025-2026,Aug,17,MADHYA PRADESH,1738,BALAGHAT,4992133,254.115106917081,30,5334,2279.066579192,4105,0,23095,5007806,214821,27454,1439986,131512,657.26403,15661.922180292,162000,239999,268930,582002,683,320548,678378,27200,12725.5915711,3059185,77,75.07,87.7,100.33,NA
2025-2026,Aug,17,MADHYA PRADESH,1739,SHEOPUR,1278217,251.365930339848,36,261,1870.365044577,5990,0,19082,1808839,214403,20419,529295,51199,199.21187,6616.381895277,49992,66704,95389,160707,34,170216,280238,25072,4546.8049807,733048,82,38.07,70.3,100.02,NA
2025-2026,Aug,17,MADHYA PRADESH,1744,KATNI ,2039214,225.204451044275,26,386,1202.28958385,2350,0,10402,1603745,228294,45622,447115,82257,337.71738,5151.71208725002,59971,85365,134060,286357,104,174919,370352,12752,3611.70512340002,870720,67,72.78,86.6,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1702,BHIND,847335,245.125350202132,27,46,0,941,41,8989,526139,78581,18976,2025,210,187.5175,1477.2175663,19311,21085,75194,101701,0,166410,273102,9930,1289.7000663,215825,47,60.21,81.95,100.03,NA
2025-2026,Aug,17,MADHYA PRADESH,1703,GWALIOR,653117,254.746839682741,33,157,877.209086725,1328,0,10978,812333,140005,15205,58429,9092,239.3438,3185.945531925,24014,29563,50347,82262,6,114064,218884,12306,2069.3926452,250006,59,54.05,78.23,100.01,NA
2025-2026,Aug,17,MADHYA PRADESH,1704,DATIA,731238,258.93464535536,32,73,396.9328426,1164,0,7560,557826,144677,18589,10244,2876,214.64703,2055.98464739999,17041,21787,40310,70599,5,83717,150406,8724,1444.40477479999,195229,65,49.06,64.45,100,NA
2025-2026,Aug,17,MADHYA PRADESH,1705,SHIVPURI,3183896,251.987170267927,32,485,2120.8072487,8746,0,42903,3359887,533225,59304,718629,74684,464.29584,11051.5872642,102750,136930,209724,361864,109,348550,641571,51649,8466.48417549996,1321694,86,44.5,62.97,100.42,NA
2025-2026,Aug,17,MADHYA PRADESH,1712,SATNA,1928237,244.426330076726,33,269,928.015354916999,3668,1,19622,1686008,285206,44139,304820,47328,555.21722,5604.280054117,49812,69122,129213,237316,51,220774,402782,23290,4121.0474792,665586,69,55.26,68.62,101.48,NA
2025-2026,Aug,17,MADHYA PRADESH,1716,MANDSAUR,1672819,259.240206704615,37,219,1472.739833618,3349,0,24962,1986990,387385,42216,69614,9474,330.84705,6954.66386681802,53366,78035,98913,212100,89,178075,371402,28311,5151.07698320003,741006,78,28.96,67.08,100.3,NA
2025-2026,Aug,17,MADHYA PRADESH,1717,RATLAM,1556018,245.64967371346,39,341,1134.831336013,5423,0,28777,2013966,537602,68642,622232,75362,391.51219,6473.64443371302,51475,80187,111903,248173,143,195921,411179,34200,4947.30090770002,787729,89,27.19,50.31,103.69,NA
2025-2026,Aug,17,MADHYA PRADESH,1724,KHARGONE,3464425,257.424071376814,37,590,2436.49468912499,9566,0,36105,3186637,326420,41675,1630402,186032,541.50467,11181.170064525,85779,129159,185864,372416,347,306365,618072,45671,8203.17070539997,1257450,87,36.11,63.98,100.24,NA
2025-2026,Aug,17,MADHYA PRADESH,1727,VIDISHA,1599415,256.062081066697,36,189,663.322549768,6501,0,25461,2294703,386154,32364,108832,14220,480.21232,7019.39912586793,63453,81474,124928,190004,40,232016,340596,31962,5875.86425609993,740994,82,51.01,62.13,101.15,NA
2025-2026,Aug,17,MADHYA PRADESH,1728,BHOPAL,908103,246.905141979687,34,142,717.003308121,1144,0,9204,798741,122317,12140,36545,3877,187.03496,2876.17086822097,23264,30978,44970,73903,33,75538,124312,10348,1972.13260009997,308685,80,50.52,67.71,103.17,NA
2025-2026,Aug,17,MADHYA PRADESH,1746,ANUPPUR,2923787,211.89960777984,37,1747,474.896235726,3451,0,16056,2784941,249057,24544,1667793,144727,261.52152,6637.69681162595,74511,112635,126414,257247,622,163073,321654,19507,5901.27905589995,1399749,86,71.02,75.7,100.17,NA
2025-2026,Sep,17,MADHYA PRADESH,1702,BHIND,896456,245.081916770411,27,46,0,948,41,9071,535771,80628,19010,2036,210,187.5175,1500.5953363,19411,21206,75263,101837,0,166562,273360,10019,1313.0778363,219816,47,59.38,81.15,100.03,NA
2025-2026,Sep,17,MADHYA PRADESH,1704,DATIA,773629,259.833538492208,33,73,396.9328426,1213,0,7679,571817,149454,18709,10848,2887,214.64703,2097.35221739999,17219,22065,40424,70909,6,83812,150680,8892,1485.77234479999,200234,65,48.03,63.15,100,NA
2025-2026,Sep,17,MADHYA PRADESH,1707,TIKAMGARH,1581185,257.885546428082,30,143,771.657955314,1970,0,16715,1078916,185940,24472,75591,14063,308.45496,3862.481337414,35312,50985,79411,143715,12,137747,242919,18685,2782.3684221,402010,73,31.02,73.37,100.86,NA
2025-2026,Sep,17,MADHYA PRADESH,1727,VIDISHA,1692134,255.697099272915,36,193,663.322549768,7326,0,24837,2377859,403593,32584,118877,14366,480.21232,7223.65135756793,64595,82957,125672,191168,52,232134,340929,32163,6080.11648779993,765571,82,49.51,60.26,101.16,NA
2025-2026,Sep,17,MADHYA PRADESH,1736,CHHINDWARA,4403406,251.05366400637,34,3183,3050.128421817,11579,0,28999,4379714,620759,88591,2338128,275205,684.96153,14730.5224218169,128649,199780,229296,543185,787,293240,678511,40578,10995.4324699999,2251966,82,47.15,73.29,100.88,NA
2025-2026,Sep,17,MADHYA PRADESH,1741,NEEMUCH,852659,258.465478018437,37,221,570.9068739,3577,0,10111,904599,117178,14597,81824,11379,171.28341,3080.2664134,24233,34742,49471,111651,28,93620,204513,13688,2338.0761295,309501,80,45.56,67.93,100.03,NA
